Item,SKU,Serial number,Barcode,Brand,Supplier,Quantity sold, Sales (inc. tax) , Sales (Ex. tax) , Order discounts , Discount offers , Total markup value , Purchase cost , Gross profit ,Margin %
PROGRAMMING CABLE,,,,,,1,$29.50,$26.82,$0.00,$0.00,$0.00,$0.00,$26.82,100
SM BATTERY 36V-15.6AMP S:WDDHB36015S20120187 WONT CHARGE,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
SM Motor Core / Dapu M155 CD 36-48v / E20/ECITY/EURB,SM-MTR-CR-DRHAM15500,,1C2A31EF,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$0.00,$0.00,$192.31,$0.00,$0.00,$116.55,-$116.55,0
NINEBOT STYLE INSTALL KICK STAND SUPPLIED BY CUSTOMER & CHECK OVER,,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
TYRE 50/75-6.1,,,,,,1,$10.00,$9.09,$0.00,$0.00,$0.00,$0.00,$9.09,100
10A FUSE,,,,,,1,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,0
Sunrace Race 11 - 42T Cassette,,,,,,1,$60.12,$54.65,$9.87,$0.00,$0.00,$69.99,-$15.34,-28.06
VSETT 9+ 48V-15.6AMP TRADE-IN S:V9P48V6121030007,,,,,,1,"$1,300.00","$1,181.82",$0.00,$0.00,$0.00,$0.00,"$1,181.82",100
AFTERSHOKZ AEROPLEX Wireless Bluetooth Headphones / Cosmic Black,AFTRSHKZ-HDPHNS- BL,,358D2A7E,,FE Sports,1,$219.00,$199.09,$30.00,$0.00,$0.00,$249.00,-$49.91,-25.07
SMARTMOTION  ESSENCE FRONT CALIPER,,,,,,1,$0.00,$0.00,$30.00,$0.00,$0.00,$0.00,$0.00,0
SM Classic Brake Light,SM-CLS-BRK-LGT,,2E3D8F17,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$0.00,$0.00,$20.95,$0.00,$0.00,$0.00,$0.00,0
OLD STYLE E-BIKE QUOTE ON REPAIR,,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
Smartmotion Pacer 250W 48V / ORANGE / LGE / 12.8,,,,,,1,"$2,200.00","$2,000.00",$110.00,$0.00,$0.00,$0.00,"$2,000.00",100
WIDE WHEEL SERVICE / CHECK BRAKES,,,,,,1,$100.00,$90.91,$0.00,$0.00,$100.00,$0.00,$90.91,100
WIRE BASKET,,,,,,1,$49.98,$45.43,$49.98,$0.00,$0.00,$0.00,$45.43,100
Valve Stem,,,,,,1,$9.95,$9.05,$0.00,$0.00,$0.00,$0.00,$9.05,100
111 Fuse,,,,,,1,$5.00,$4.55,$0.00,$0.00,$0.00,$5.00,-$0.45,-10
MOTOR CABLE PACER,,,,,,1,$24.95,$22.68,$0.00,$0.00,$0.00,$0.00,$22.68,100
Yakima Tow Ball,,,,,,1,$35.95,$32.68,$0.00,$0.00,$0.00,$0.00,$32.68,100
Basil Cento Rattan Look MIK,,,,,,1,$159.95,$145.41,$0.00,$0.00,$0.00,$0.00,$145.41,100
CARRO TRIKE MOTOR CABLE DAMAGED,,,,,,1,$50.00,$45.45,$0.00,$0.00,$0.00,$0.00,$45.45,100
DRAGON GTR ERROR LIGHT & NO POWER,,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
MID-CITY BLUE FULL SERVICE & FIT THROTTLE,,,,,,1,$100.00,$90.91,$0.00,$0.00,$100.00,$0.00,$90.91,100
SATELLITE BUTTON ON/OFF SWITCH / Colour LCD - C800S - MID DRIVE,SAT-ON-OFF-BUT-MID-CLR,,5520F944,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$31.00,$28.18,$0.00,$0.00,$0.00,$16.50,$11.68,41.45
SM Sport Left side crank,SM-SPT-L-SD-CRNK,,CD1C3F18,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$0.00,$0.00,$25.17,$0.00,$0.00,$0.00,$0.00,0
toggle switch,,,,,,1,$0.00,$0.00,$7.00,$0.00,$0.00,$0.00,$0.00,0
Yakima JustClick 2,YAK-JUSTClICK-2,,AA317405,Yakima,Yakima Australia Pty Ltd,1,$899.00,$817.27,$200.00,$0.00,$0.00,$624.43,$192.84,23.6
ZERO S/HAND SPARE PARTS,,,,,,1,$150.00,$136.36,$0.00,$0.00,$0.00,$0.00,$136.36,100
ZERO 10X REPLACE DAMAGED STEM & OTHER PARTS NEED & CHECK OVER,,,,,,1,$300.00,$272.73,$0.00,$0.00,$0.00,$0.00,$272.73,100
KUSH STYLE SCOOTER REAR MOTOR ISSUES,,,,,,1,$250.00,$227.27,$0.00,$0.00,$250.00,$0.00,$227.27,100
WIRE BASKET - FITTED,,,,,,1,$35.00,$31.82,$0.00,$0.00,$0.00,$0.00,$31.82,100
SM Cassette- Sunrace 8 speed / M66 11-32T,SM-CSST-SUN-8SPM66,,F8146A21,Sunrace,,1,$35.00,$31.82,$0.00,$0.00,$0.00,$19.91,$11.91,37.43
ZERO 10X Front Connector Arm,ZER-10X-ARM-FRN,,97CF317D,Zero,Falcon PEV Pte Ltd,1,$180.00,$163.64,$0.00,$0.00,$0.00,$115.50,$48.14,29.42
ZERO 10X Suspension Pivot Axle Upper,ZER-10X-SUS-SHA-UPPER,,A09194B4,Zero,Falcon PEV Pte Ltd,1,$10.89,$9.90,$0.00,$0.00,$0.00,$6.60,$3.30,33.33
ZERO 8 Folding Block,ZER-8-FOL-BLK,,FE0CA5C2,Zero,Falcon PEV Pte Ltd,1,$29.04,$26.40,$0.00,$0.00,$0.00,$16.50,$9.90,37.5
Velo Seat,,,,,,1,$65.00,$59.09,$0.00,$0.00,$0.00,$65.00,-$5.91,-10
BATTERY 48V S/HAND,,,,,,1,$300.00,$272.73,$0.00,$0.00,$0.00,$0.00,$272.73,100
Helmet - TRAJECTA w Fidlock / Maton / LGE,HELMET-TRAJECTA-MATON-LGE,,625B2B1D,,FE Sports,1,$264.00,$240.00,$0.00,$0.00,$0.00,$240.00,$0.00,0
Helmet - TRAJECTA w Fidlock / Maton / XL,HELMET-TRAJECTA-MATON-XL,,ABE63E89,,FE Sports,1,$264.00,$240.00,$0.00,$0.00,$0.00,$240.00,$0.00,0
Yakima Hold Up Evo 2,YAK-HLDUPEVO-2,,EB666962,Yakima,Yakima Australia Pty Ltd,1,$600.00,$545.45,$139.00,$0.00,$0.00,$0.00,$545.45,100
SM SATELLITE BUTTON ON/OFF SWITCH / Colour LCD - C800S - MID DRIVE,SAT-ON-OFF-BUT-MID-CLR,,5520F944,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$0.00,$0.00,$31.00,$0.00,$0.00,$16.50,-$16.50,0
VSETT 8/9  Communication Cable,VS-8/9-SGL-DRV-1-LINE,,99481EAA,VSETT,Ningbo Vsett,1,$0.00,$0.00,$17.51,$0.00,$0.00,$15.92,-$15.92,0
E-20 MANIFOLD BRACKET,,,,,,1,$2.95,$2.68,$0.00,$0.00,$0.00,$0.00,$2.68,100
DRAGON LIGHTNING V2 INSTALL TYRES SUPPLIED BY CUSTOMER & CHECK FRONT CALIPER,,,,,,1,$150.00,$136.36,$0.00,$0.00,$0.00,$0.00,$136.36,100
BENELLE SCOOTER REAR SHOCK MOUNT BROKEN,,,,,,1,$100.00,$90.91,$0.00,$0.00,$0.00,$0.00,$90.91,100
EXTENSION CABLE FOR BOTTOM BRACKET,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
AZUR COVE,,,,,,1,$38.00,$34.55,$0.00,$0.00,$0.00,$0.00,$34.55,100
ZERO 10 FULL SERVICE/REPAIR KICK STAND/CHECK BRAKES/LED DECK LIGHT ISSUE,,,,,,1,$150.00,$136.36,$0.00,$0.00,$50.00,$0.00,$136.36,100
FITTING,,,,,,1,$25.00,$22.73,$0.00,$0.00,$0.00,$0.00,$22.73,100
Power button for 48V Sports Battery,,,,,,1,$14.00,$12.73,$0.00,$0.00,$0.00,$0.00,$12.73,100
NRG11 E-BIKE WIRING LOOM DAMAGED & REAR WHEEL LOOSE,,,,,,1,$100.00,$90.91,$0.00,$0.00,$100.00,$0.00,$90.91,100
SM Hypersonic G5 Throttles,SM-HYPER G5-THROTTLE,,,,,1,$24.81,$22.55,$0.00,$0.00,$0.00,$7.52,$15.03,66.66
2X VSETT 8 INSTALL SOLID TYRES TO BOTH,,,,,,1,$65.00,$59.09,$0.00,$0.00,$65.00,$0.00,$59.09,100
VSETT 8 V8S48V6121070007 DECK BROKEN [WARRANTY],,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
VSETT 8 V8S48V61030005 ERROR CODE 10 [WARRANTY],,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
MACHINE FOX REPAIR FLAT REAR TYRE,,,,,,1,$50.00,$45.45,$0.00,$0.00,$0.00,$0.00,$45.45,100
EXTENSION CORD FOR BOTTOM BRACKET,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
BLACK SCOOTER FULL SERVICE/CHECK BRAKES/CHAIN/SPEED DISPLAY/POWER CONTROL,,,,,,1,$100.00,$90.91,$0.00,$0.00,$0.00,$0.00,$90.91,100
SMARTMOTION BMS,,,,,,1,$49.95,$45.41,$0.00,$0.00,$0.00,$0.00,$45.41,100
SM Smart BMS / 36V without DC to DC,SM-BMS-36,,6DB3B7B6,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$49.95,$45.41,$0.00,$0.00,$0.00,$34.96,$10.45,23.01
VSETT 10+ 60V-20.8AMP ONLY CHARGING TO 65.2VOLTS/ERROR CODE 06 SHUTTING OFF/LCD DISPLAY READING 72.3VOLTS,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
E20ST FRONT WHEEL S/HAND,,,,,,1,$50.00,$45.45,$0.00,$0.00,$0.00,$0.00,$45.45,100
E20ST INSTALL TYRE SUPPLIED BY CUSTOMER & CHECK FOR SHARP EDGES IN RIM,,,,,,1,$50.00,$45.45,$0.00,$0.00,$0.00,$0.00,$45.45,100
SM Rear Rack / CLASSIC/BASIC with lights,SM-R-RK-CLS-BSC,,9495C6F6,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$153.85,$139.86,$0.00,$0.00,$0.00,$93.24,$46.62,33.33
SM KEY AND LOCK - CLASSIC G3,,,,,,1,$38.42,$34.93,$0.00,$0.00,$0.00,$0.00,$34.93,100
TUBE 20X2,,,,,,1,$13.00,$11.82,$0.00,$0.00,$0.00,$0.00,$11.82,100
VSETT 10+ T bar block cover,VS-10+-TBAR-BLK-CVR,,46595EBE,VSETT,Ningbo Vsett,1,$7.54,$6.85,$0.00,$0.00,$0.00,$6.85,$0.00,0
KAABO CONTROLLER,,,,,,1,$120.00,$109.09,$0.00,$0.00,$0.00,$0.00,$109.09,100
C1 Bicycle Rear light,C1-BI-RE-LGT,,ABDB4195,C1,,1,$69.00,$62.73,$0.00,$0.00,$0.00,$0.00,$62.73,100
ZERO 10 REPAIR FLAT TYRE & CHECK OVER,,,,,,1,$50.00,$45.45,$0.00,$0.00,$0.00,$0.00,$45.45,100
VSETT 11+ NOISE IN REAR MOTOR BEARINGS WORN/LIGHTING BOX ISSUES/FLAT FRONT TYRE/CHECK BRAKES,,,,,,1,$222.50,$202.27,$0.00,$0.00,$222.50,$0.00,$202.27,100
PLEASE SEE JOSH FOR PART DETAILS,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
Centre Mount Kickstand,,,,,,1,$45.95,$41.77,$0.00,$0.00,$0.00,$0.00,$41.77,100
BATTERY 36V-15.6AMP NOT CHARGING,,,,,,1,$50.00,$45.45,$0.00,$0.00,$0.00,$0.00,$45.45,100
ZERO 9 FULL SERVICE,,,,,,1,$100.00,$90.91,$0.00,$0.00,$0.00,$0.00,$90.91,100
On Guard  OG Series mini u lock - Keyed 5810,MINI-DTULOCK-KEY -5810,,B96AF1D3,On Guard,Bikecorp,1,$35.96,$32.69,$4.00,$0.00,$0.00,$24.24,$8.45,25.84
BATTERY BUTTON SWITCH - SLIM LINE,,,,,,1,$5.00,$4.55,$0.00,$0.00,$0.00,$0.00,$4.55,100
VSETT 11+ Light,VS-11+-LIGHT,,9F6D072C,VSETT,Ningbo Vsett,1,$0.00,$0.00,$123.23,$0.00,$0.00,$112.03,-$112.03,0
KUSH SCOOTER BRAKE LEVER ISSUES,,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
VSETT 10+$299 MAJOR SERVICE/BLINKER NOT WORKING/BRAKE BLEED/TYRES REPLACED,,,,,,1,$134.10,$121.91,$0.00,$0.00,$134.10,$0.00,$121.91,100
VSETT 9 REPAIR FLAT TYRE,,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
SM Classic Controller 2014 15 16,SM-CLS-CON-2014,,FAA8A34C,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$0.00,$0.00,$104.90,$0.00,$0.00,$0.00,$0.00,0
Dualtron Thunder 2,DUALTRON-THNDR -2,TAKEN,B246B886,Dualtron,Extreme Toys,1,"$6,449.00","$5,862.73",$0.00,$0.00,$0.00,"$4,935.00",$927.73,15.82
DRAGON X10 REPAIR FLAT REAR  TYRE,,,,,,1,$100.00,$90.91,$0.00,$0.00,$100.00,$0.00,$90.91,100
"KAABO MANTIC 10"" REAR DISC DAMAGED",,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
ZERO 9 / VSETT 9 BOTH REAR TYRES FLAT & FIRST SERVICE ON VSETT 9,,,,,,1,$100.00,$90.91,$0.00,$0.00,$100.00,$0.00,$90.91,100
NAMI Burn-E Viper V2,NAMI-BURN-E-V2,TBA,40F991A4,NAMI,,1,"$3,747.44","$3,406.76",$0.00,$0.00,$0.00,"$3,406.77",$0.00,0
E-20 BATTERY TERMINAL END,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
Hypersonic Neo Motor - Montinova,HYP-NEO-MOTOR,,4301890F,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$0.00,$0.00,$700.00,$0.00,$0.00,$440.00,-$440.00,0
SM Inner Tubes / 27.5 X 2.10-2.4,SM-IN-27-2.10,,F402E02C,,,1,$13.00,$11.82,$0.00,$0.00,$13.00,$0.00,$11.82,100
SM Controller/MidDrive/PacerGT,SM-CONT-MID-PGT,,721DA342,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$150.00,$136.36,$0.00,$0.00,$0.00,$104.90,$31.46,23.07
Zero Motor Cable / ZERO 10 / 10X / 8X,ZER-MOT-CBL-10,,40E7DEC4,,Zero E-Scooters Australia,1,$16.17,$14.70,$0.00,$0.00,$0.00,$10.50,$4.20,28.57
CATALYST SERVICE & FLAT REAR TYRE & WRAP RIM TAPE & BATTERY LOOSE,,,,,,1,$100.00,$90.91,$0.00,$0.00,$100.00,$0.00,$90.91,100
8.5-2 low profile tyre,,,,,,1,$25.00,$22.73,$0.00,$0.00,$0.00,$0.00,$22.73,100
RIGHT HAND BRAKE LEVER UNIT,,,,,,1,$75.00,$68.18,$0.00,$0.00,$0.00,$0.00,$68.18,100
ZERO 8 Front Wheel Hub,ZER-8-WHE-HUB,,36B2AE60,Zero,Falcon PEV Pte Ltd,1,$31.50,$28.64,$0.00,$0.00,$0.00,$15.75,$12.89,45
"Smartmotion Xurban Neo 18"" / Teal",SM-Xurban-NEO-18-TEAL copy,G5XC210510,16F0D20B,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,"$3,654.15","$3,321.95",$644.85,$0.00,$0.00,"$3,006.29",$315.66,9.5
Rock n Roll,,,,,,1,$20.00,$18.18,$0.00,$0.00,$0.00,$0.00,$18.18,100
VSETT 10+ Headlights (white),VS-10+-HDLGHTS- W,,AD087A31,VSETT,Ningbo Vsett,1,$11.58,$10.63,$1.42,$0.00,$0.00,$9.28,$1.35,12.73
ZERO 8 FIRST SERVICE & FIX KICK STAND,,,,,,1,$20.00,$18.18,$0.00,$0.00,$0.00,$0.00,$18.18,100
SM Saddle / Mid Range - Black,SM-SAD-MID-RNG,,98899D48,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$89.10,$81.00,$9.90,$0.00,$34.00,$50.00,$31.00,38.27
E20 Battery Repair,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
REID E-BIKE INSTALL NEW TYRES & CHECK OVER,,,,,,1,$50.00,$45.45,$0.00,$0.00,$50.00,$0.00,$45.45,100
SM Side Bags - Satchel Bag,SM-SIDEBAG -SAT,,8BD7DB23,Smartmotion,"Kunshan Cyclisport Co., Ltd",1,$89.10,$81.00,$9.90,$0.00,$0.00,$54.95,$26.05,32.16
SM BARREL LOCK HOUSING/KEYS,,,,,,1,$40.00,$36.36,$0.00,$0.00,$0.00,$0.00,$36.36,100
SM TUBE 27.5 X 2.25,,,,,,1,$13.00,$11.82,$0.00,$0.00,$0.00,$0.00,$11.82,100
SM TYRE 27.5 X2.25,,,,,,1,$20.00,$18.18,$0.00,$0.00,$0.00,$0.00,$18.18,100
GOOD S/HAND CHAIN,,,,,,1,$15.00,$13.64,$0.00,$0.00,$0.00,$0.00,$13.64,100
Mid Drive pedal assist sensor,,,,,,1,$0.00,$0.00,$19.47,$0.00,$0.00,$0.00,$0.00,0
SM E20 Thumb Throttle,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
